Order_ID;Date;Racer_ID;Branch_ID;Product_ID;Quantity;Branch_Location;Branch_Launch_Date;Product_Model;Product_Price
ORD04752;2019-09-05 00:24:21;512269;7859;39299;5;Oslo;2016-05-16;Stoeckli Model 11;4742.54
ORD04752;2019-09-05 00:24:21;512269;7859;12200;7;Oslo;2016-05-16;Head Model 29;2135.68
ORD04752;2019-09-05 00:24:21;512269;7859;65766;10;Oslo;2016-05-16;Leki Model 15;1063.37
ORD04752;2019-09-05 00:24:21;512269;7859;58925;2;Oslo;2016-05-16;One Way Model 11;986.52
ORD04753;2019-12-19 10:56:29;511852;2149;69735;3;Innsbruck;2018-11-21;Burton Model 44;1907.83
ORD04753;2019-12-19 10:56:29;511852;2149;18110;10;Innsbruck;2018-11-21;Giro Model 14;1773.37
ORD04753;2019-12-19 10:56:29;511852;2149;70713;6;Innsbruck;2018-11-21;Salomon Model 35;842.83
ORD04753;2019-12-19 10:56:29;511852;2149;20729;8;Innsbruck;2018-11-21;Head Model 2;983.83
ORD04754;2019-10-09 18:35:31;512228;4950;60015;6;Denver;2015-07-09;Outdoor Research Model 39;1213.06
ORD04754;2019-10-09 18:35:31;512228;4950;12693;8;Denver;2015-07-09;Nordica Model 28;4214.69
ORD04755;2018-09-26 04:15:52;930024;4346;99912;5;Zurich;2017-04-03;One Way Model 36;1697.44
ORD04755;2018-09-26 04:15:52;930024;4346;90038;1;Zurich;2017-04-03;Hestra Model 18;1923.33
ORD04755;2018-09-26 04:15:52;930024;4346;86820;7;Zurich;2017-04-03;Leki Model 39;1168.75
ORD04755;2018-09-26 04:15:52;930024;4346;64045;7;Zurich;2017-04-03;Rossignol Model 33;1365.36
ORD04756;2017-04-23 08:07:07;194298;7859;69735;10;Oslo;2016-05-16;Burton Model 44;1907.83
ORD04756;2017-04-23 08:07:07;194298;7859;12693;4;Oslo;2016-05-16;Nordica Model 28;4214.69
ORD04756;2017-04-23 08:07:07;194298;7859;16102;1;Oslo;2016-05-16;Hestra Model 33;975.38
ORD04756;2017-04-23 08:07:07;194298;7859;64384;2;Oslo;2016-05-16;Kaestle Model 49;2015.66
ORD04756;2017-04-23 08:07:07;194298;7859;83969;1;Oslo;2016-05-16;One Way Model 9;523.95
ORD04756;2017-04-23 08:07:07;194298;7859;70713;10;Oslo;2016-05-16;Salomon Model 35;842.83
ORD04757;2024-09-20 15:25:49;202926;2149;90356;9;Innsbruck;2018-11-21;Burton Model 23;1406.63
ORD04757;2024-09-20 15:25:49;202926;2149;54262;8;Innsbruck;2018-11-21;Leki Model 33;908.2
ORD04757;2024-09-20 15:25:49;202926;2149;11802;8;Innsbruck;2018-11-21;Atomic Model 28;1602.82
ORD04757;2024-09-20 15:25:49;202926;2149;36736;1;Innsbruck;2018-11-21;Hestra Model 2;1254.02
ORD04757;2024-09-20 15:25:49;202926;2149;75318;2;Innsbruck;2018-11-21;One Way Model 2;1568.41
ORD04758;2020-04-01 03:17:28;194298;2149;45222;5;Innsbruck;2018-11-21;Stoeckli Model 24;3663.69
ORD04758;2020-04-01 03:17:28;194298;2149;86213;9;Innsbruck;2018-11-21;Outdoor Research Model 8;1446.71
ORD04758;2020-04-01 03:17:28;194298;2149;35658;8;Innsbruck;2018-11-21;Hestra Model 42;570.0
ORD04758;2020-04-01 03:17:28;194298;2149;16776;6;Innsbruck;2018-11-21;POC Model 13;-98208.9
ORD04759;2023-09-09 23:50:38;54005;2149;20965;10;Innsbruck;2018-11-21;One Way Model 27;1341.87
ORD04759;2023-09-09 23:50:38;54005;2149;64384;4;Innsbruck;2018-11-21;Kaestle Model 49;2015.66
ORD04759;2023-09-09 23:50:38;54005;2149;46631;9;Innsbruck;2018-11-21;POC Model 32;1506.72
ORD04759;2023-09-09 23:50:38;54005;2149;26371;5;Innsbruck;2018-11-21;Atomic Model 49;862.78
ORD04759;2023-09-09 23:50:38;54005;2149;11802;7;Innsbruck;2018-11-21;Atomic Model 28;1602.82
ORD04759;2023-09-09 23:50:38;54005;2149;35658;4;Innsbruck;2018-11-21;Hestra Model 42;570.0
ORD04760;2020-11-22 06:59:49;104537;2149;76235;5;Innsbruck;2018-11-21;Outdoor Research Model 33;613.02
ORD04760;2020-11-22 06:59:49;104537;2149;12200;6;Innsbruck;2018-11-21;Head Model 29;2135.68
ORD04761;2017-08-04 12:59:32;194167;4950;12200;4;Denver;2015-07-09;Head Model 29;2135.68
ORD04761;2017-08-04 12:59:32;194167;4950;44766;1;Denver;2015-07-09;One Way Model 32;1278.19
ORD04761;2017-08-04 12:59:32;194167;4950;99789;4;Denver;2015-07-09;Leki Model 40;1766.8
ORD04762;2021-09-12 07:40:43;512269;2149;35658;9;Innsbruck;2018-11-21;Hestra Model 42;570.0
ORD04762;2021-09-12 07:40:43;512269;2149;86820;7;Innsbruck;2018-11-21;Leki Model 39;1168.75
ORD04762;2021-09-12 07:40:43;512269;2149;43827;7;Innsbruck;2018-11-21;Giro Model 13;615.47
ORD04762;2021-09-12 07:40:43;512269;2149;43159;9;Innsbruck;2018-11-21;Giro Model 35;1685.26
ORD04763;2022-08-12 17:18:49;512182;2149;64045;7;Innsbruck;2018-11-21;Rossignol Model 33;1365.36
ORD04763;2022-08-12 17:18:49;512182;2149;44766;7;Innsbruck;2018-11-21;One Way Model 32;1278.19
ORD04763;2022-08-12 17:18:49;512182;2149;65766;8;Innsbruck;2018-11-21;Leki Model 15;1063.37
ORD04764;2017-04-19 22:10:14;511896;4346;43827;4;Zurich;2017-04-03;Giro Model 13;615.47
ORD04764;2017-04-19 22:10:14;511896;4346;69150;7;Zurich;2017-04-03;One Way Model 47;1427.58
ORD04764;2017-04-19 22:10:14;511896;4346;86213;7;Zurich;2017-04-03;Outdoor Research Model 8;1446.71
ORD04764;2017-04-19 22:10:14;511896;4346;13748;3;Zurich;2017-04-03;Giro Model 33;679.8
ORD04765;2019-06-15 12:18:39;350095;2149;32299;5;Innsbruck;2018-11-21;Smith Model 2;1436.53
ORD04765;2019-06-15 12:18:39;350095;2149;35658;9;Innsbruck;2018-11-21;Hestra Model 42;570.0
ORD04765;2019-06-15 12:18:39;350095;2149;93104;6;Innsbruck;2018-11-21;Nordica Model 12;1417.48
ORD04765;2019-06-15 12:18:39;350095;2149;16910;8;Innsbruck;2018-11-21;Burton Model 14;1240.69
ORD04766;2020-11-04 21:38:02;6190179;2149;18392;1;Innsbruck;2018-11-21;Leki Model 8;1174.18
ORD04766;2020-11-04 21:38:02;6190179;2149;45920;7;Innsbruck;2018-11-21;POC Model 36;773.35
ORD04767;2024-09-30 11:12:57;6292783;2149;45920;9;Innsbruck;2018-11-21;POC Model 36;773.35
ORD04767;2024-09-30 11:12:57;6292783;2149;22688;9;Innsbruck;2018-11-21;Smith Model 38;1051.67
ORD04767;2024-09-30 11:12:57;6292783;2149;13748;2;Innsbruck;2018-11-21;Giro Model 33;679.8
ORD04768;2019-11-09 11:57:28;54609;4950;69150;7;Denver;2015-07-09;One Way Model 47;1427.58
ORD04768;2019-11-09 11:57:28;54609;4950;99912;2;Denver;2015-07-09;One Way Model 36;1697.44
ORD04768;2019-11-09 11:57:28;54609;4950;65766;10;Denver;2015-07-09;Leki Model 15;1063.37
ORD04768;2019-11-09 11:57:28;54609;4950;76803;1;Denver;2015-07-09;Leki Model 3;1789.91
ORD04768;2019-11-09 11:57:28;54609;4950;43159;5;Denver;2015-07-09;Giro Model 35;1685.26
ORD04769;2017-06-10 06:59:57;930024;4950;26371;2;Denver;2015-07-09;Atomic Model 49;862.78
ORD04769;2017-06-10 06:59:57;930024;4950;39855;8;Denver;2015-07-09;Leki Model 9;918.31
ORD04770;2018-07-18 09:26:11;930024;7859;36736;7;Oslo;2016-05-16;Hestra Model 2;1254.02
ORD04770;2018-07-18 09:26:11;930024;7859;80313;2;Oslo;2016-05-16;Kaestle Model 6;2213.06
ORD04771;2017-04-10 00:34:46;53980;4346;16910;9;Zurich;2017-04-03;Burton Model 14;1240.69
ORD04771;2017-04-10 00:34:46;53980;4346;76803;8;Zurich;2017-04-03;Leki Model 3;1789.91
ORD04771;2017-04-10 00:34:46;53980;4346;16910;2;Zurich;2017-04-03;Burton Model 14;1240.69
ORD04772;2018-10-07 17:24:23;202762;4950;43827;4;Denver;2015-07-09;Giro Model 13;615.47
ORD04772;2018-10-07 17:24:23;202762;4950;63351;3;Denver;2015-07-09;One Way Model 20;1371.03
ORD04772;2018-10-07 17:24:23;202762;4950;12693;8;Denver;2015-07-09;Nordica Model 28;4214.69
ORD04772;2018-10-07 17:24:23;202762;4950;26371;7;Denver;2015-07-09;Atomic Model 49;862.78
ORD04772;2018-10-07 17:24:23;202762;4950;82082;3;Denver;2015-07-09;Smith Model 26;-98731.86
ORD04772;2018-10-07 17:24:23;202762;4950;86213;9;Denver;2015-07-09;Outdoor Research Model 8;1446.71
ORD04773;2021-01-21 16:43:18;6532084;2149;22688;2;Innsbruck;2018-11-21;Smith Model 38;1051.67
ORD04773;2021-01-21 16:43:18;6532084;2149;19692;7;Innsbruck;2018-11-21;One Way Model 18;1662.7
ORD04774;2021-06-19 01:09:26;501987;7859;12200;10;Oslo;2016-05-16;Head Model 29;2135.68
ORD04774;2021-06-19 01:09:26;501987;7859;93104;4;Oslo;2016-05-16;Nordica Model 12;1417.48
ORD04774;2021-06-19 01:09:26;501987;7859;88069;6;Oslo;2016-05-16;Atomic Model 48;3211.28
ORD04774;2021-06-19 01:09:26;501987;7859;97054;2;Oslo;2016-05-16;Salomon Model 26;1101.68
ORD04775;2021-07-15 19:48:50;512182;4950;90356;3;Denver;2015-07-09;Burton Model 23;1406.63
ORD04775;2021-07-15 19:48:50;512182;4950;42745;1;Denver;2015-07-09;Atomic Model 31;-98233.68
ORD04775;2021-07-15 19:48:50;512182;4950;44766;2;Denver;2015-07-09;One Way Model 32;1278.19
ORD04776;2018-09-13 01:55:20;53980;4950;32399;9;Denver;2015-07-09;One Way Model 8;1773.84
ORD04777;2017-09-13 08:56:07;54371;4950;44766;5;Denver;2015-07-09;One Way Model 32;1278.19
ORD04778;2016-09-29 20:06:42;53980;7859;83744;8;Oslo;2016-05-16;Giro Model 44;1910.69
ORD04779;2024-10-28 13:10:03;202926;2149;54064;10;Innsbruck;2018-11-21;Stoeckli Model 48;1374.7
ORD04779;2024-10-28 13:10:03;202926;2149;93104;4;Innsbruck;2018-11-21;Nordica Model 12;1417.48
ORD04779;2024-10-28 13:10:03;202926;2149;99912;1;Innsbruck;2018-11-21;One Way Model 36;1697.44
ORD04779;2024-10-28 13:10:03;202926;2149;58984;3;Innsbruck;2018-11-21;Hestra Model 7;1135.1
ORD04779;2024-10-28 13:10:03;202926;2149;45222;9;Innsbruck;2018-11-21;Stoeckli Model 24;3663.69
ORD04780;2017-10-30 17:28:43;934643;4950;43827;7;Denver;2015-07-09;Giro Model 13;615.47
ORD04780;2017-10-30 17:28:43;934643;4950;76803;8;Denver;2015-07-09;Leki Model 3;1789.91
ORD04780;2017-10-30 17:28:43;934643;4950;65680;10;Denver;2015-07-09;Hestra Model 19;1521.06
ORD04780;2017-10-30 17:28:43;934643;4950;44766;5;Denver;2015-07-09;One Way Model 32;1278.19
ORD04781;2018-07-29 06:12:44;30488;4950;39299;7;Denver;2015-07-09;Stoeckli Model 11;4742.54
ORD04781;2018-07-29 06:12:44;30488;4950;50764;2;Denver;2015-07-09;Nordica Model 48;2123.09
ORD04781;2018-07-29 06:12:44;30488;4950;48467;9;Denver;2015-07-09;Kaestle Model 33;2975.57
ORD04782;2022-04-05 11:56:00;6291625;4346;58984;10;Zurich;2017-04-03;Hestra Model 7;1135.1
ORD04782;2022-04-05 11:56:00;6291625;4346;64045;8;Zurich;2017-04-03;Rossignol Model 33;1365.36
ORD04782;2022-04-05 11:56:00;6291625;4346;29830;1;Zurich;2017-04-03;POC Model 22;865.98
ORD04782;2022-04-05 11:56:00;6291625;4346;29830;9;Zurich;2017-04-03;POC Model 22;865.98
ORD04782;2022-04-05 11:56:00;6291625;4346;14499;8;Zurich;2017-04-03;Smith Model 24;1106.76
ORD04783;2018-12-28 16:08:55;291459;4950;16655;4;Denver;2015-07-09;Stoeckli Model 46;4183.17
ORD04783;2018-12-28 16:08:55;291459;4950;12869;9;Denver;2015-07-09;Fischer Model 35;1477.94
ORD04783;2018-12-28 16:08:55;291459;4950;20729;4;Denver;2015-07-09;Head Model 2;983.83
ORD04783;2018-12-28 16:08:55;291459;4950;12200;6;Denver;2015-07-09;Head Model 29;2135.68
ORD04783;2018-12-28 16:08:55;291459;4950;29830;3;Denver;2015-07-09;POC Model 22;865.98
ORD04784;2017-11-23 04:39:43;293006;7859;64384;8;Oslo;2016-05-16;Kaestle Model 49;2015.66
ORD04785;2020-02-15 04:42:12;194298;7859;13561;5;Oslo;2016-05-16;Giro Model 39;1476.62
ORD04785;2020-02-15 04:42:12;194298;7859;12693;6;Oslo;2016-05-16;Nordica Model 28;4214.69
ORD04785;2020-02-15 04:42:12;194298;7859;12693;7;Oslo;2016-05-16;Nordica Model 28;4214.69
ORD04785;2020-02-15 04:42:12;194298;7859;48467;7;Oslo;2016-05-16;Kaestle Model 33;2975.57
ORD04786;2019-04-26 01:42:44;512038;4950;22688;9;Denver;2015-07-09;Smith Model 38;1051.67
ORD04786;2019-04-26 01:42:44;512038;4950;32399;5;Denver;2015-07-09;One Way Model 8;1773.84
ORD04786;2019-04-26 01:42:44;512038;4950;11802;5;Denver;2015-07-09;Atomic Model 28;1602.82
ORD04786;2019-04-26 01:42:44;512038;4950;65766;3;Denver;2015-07-09;Leki Model 15;1063.37
ORD04787;2019-03-17 18:26:17;6292783;2149;54064;9;Innsbruck;2018-11-21;Stoeckli Model 48;1374.7
ORD04787;2019-03-17 18:26:17;6292783;2149;19692;10;Innsbruck;2018-11-21;One Way Model 18;1662.7
ORD04787;2019-03-17 18:26:17;6292783;2149;46631;3;Innsbruck;2018-11-21;POC Model 32;1506.72
ORD04787;2019-03-17 18:26:17;6292783;2149;76557;9;Innsbruck;2018-11-21;One Way Model 6;811.91
ORD04788;2021-08-18 17:46:07;291459;4346;32299;1;Zurich;2017-04-03;Smith Model 2;1436.53
ORD04789;2022-04-03 18:58:22;422310;2149;12869;5;Innsbruck;2018-11-21;Fischer Model 35;1477.94
ORD04789;2022-04-03 18:58:22;422310;2149;93763;3;Innsbruck;2018-11-21;Smith Model 41;1536.41
ORD04789;2022-04-03 18:58:22;422310;2149;48467;10;Innsbruck;2018-11-21;Kaestle Model 33;2975.57
ORD04790;2017-05-16 12:28:44;104708;4346;54131;6;Zurich;2017-04-03;Smith Model 40;1562.11
ORD04791;2021-05-31 01:02:54;291459;4346;14499;7;Zurich;2017-04-03;Smith Model 24;1106.76
ORD04791;2021-05-31 01:02:54;291459;4346;39299;8;Zurich;2017-04-03;Stoeckli Model 11;4742.54
ORD04791;2021-05-31 01:02:54;291459;4346;36736;5;Zurich;2017-04-03;Hestra Model 2;1254.02
ORD04791;2021-05-31 01:02:54;291459;4346;75318;6;Zurich;2017-04-03;One Way Model 2;1568.41
ORD04792;2021-03-12 13:00:26;6531444;4346;20965;3;Zurich;2017-04-03;One Way Model 27;1341.87
ORD04792;2021-03-12 13:00:26;6531444;4346;18392;8;Zurich;2017-04-03;Leki Model 8;1174.18
ORD04792;2021-03-12 13:00:26;6531444;4346;76235;1;Zurich;2017-04-03;Outdoor Research Model 33;613.02
ORD04792;2021-03-12 13:00:26;6531444;4346;93763;5;Zurich;2017-04-03;Smith Model 41;1536.41
ORD04792;2021-03-12 13:00:26;6531444;4346;12693;8;Zurich;2017-04-03;Nordica Model 28;4214.69
ORD04793;2021-01-07 19:23:10;6291625;4346;58984;6;Zurich;2017-04-03;Hestra Model 7;1135.1
ORD04793;2021-01-07 19:23:10;6291625;4346;46212;6;Zurich;2017-04-03;Burton Model 6;1055.24
ORD04793;2021-01-07 19:23:10;6291625;4346;90356;5;Zurich;2017-04-03;Burton Model 23;1406.63
ORD04793;2021-01-07 19:23:10;6291625;4346;90356;9;Zurich;2017-04-03;Burton Model 23;1406.63
ORD04794;2020-04-20 00:14:56;422310;2149;35658;4;Innsbruck;2018-11-21;Hestra Model 42;570.0
ORD04794;2020-04-20 00:14:56;422310;2149;93104;8;Innsbruck;2018-11-21;Nordica Model 12;1417.48
ORD04795;2020-04-14 13:03:07;501987;7859;76235;10;Oslo;2016-05-16;Outdoor Research Model 33;613.02
ORD04795;2020-04-14 13:03:07;501987;7859;76557;4;Oslo;2016-05-16;One Way Model 6;811.91
ORD04795;2020-04-14 13:03:07;501987;7859;14499;10;Oslo;2016-05-16;Smith Model 24;1106.76
ORD04795;2020-04-14 13:03:07;501987;7859;54131;1;Oslo;2016-05-16;Smith Model 40;1562.11
ORD04795;2020-04-14 13:03:07;501987;7859;12200;8;Oslo;2016-05-16;Head Model 29;2135.68
ORD04796;2019-10-24 11:49:20;203096;2149;33483;5;Innsbruck;2018-11-21;Nordica Model 7;1414.99
ORD04796;2019-10-24 11:49:20;203096;2149;46631;5;Innsbruck;2018-11-21;POC Model 32;1506.72
ORD04796;2019-10-24 11:49:20;203096;2149;36736;8;Innsbruck;2018-11-21;Hestra Model 2;1254.02
ORD04796;2019-10-24 11:49:20;203096;2149;43827;9;Innsbruck;2018-11-21;Giro Model 13;615.47
ORD04797;2021-06-04 21:52:31;54481;4950;65766;7;Denver;2015-07-09;Leki Model 15;1063.37
ORD04798;2021-09-27 01:44:54;990081;4346;90038;1;Zurich;2017-04-03;Hestra Model 18;1923.33
ORD04798;2021-09-27 01:44:54;990081;4346;36736;9;Zurich;2017-04-03;Hestra Model 2;1254.02
ORD04798;2021-09-27 01:44:54;990081;4346;35658;4;Zurich;2017-04-03;Hestra Model 42;570.0
ORD04798;2021-09-27 01:44:54;990081;4346;18571;9;Zurich;2017-04-03;One Way Model 45;711.39
ORD04798;2021-09-27 01:44:54;990081;4346;43827;4;Zurich;2017-04-03;Giro Model 13;615.47
ORD04798;2021-09-27 01:44:54;990081;4346;43159;4;Zurich;2017-04-03;Giro Model 35;1685.26
ORD04799;2018-06-26 17:23:47;422310;7859;12200;10;Oslo;2016-05-16;Head Model 29;2135.68
ORD04799;2018-06-26 17:23:47;422310;7859;54131;2;Oslo;2016-05-16;Smith Model 40;1562.11
ORD04799;2018-06-26 17:23:47;422310;7859;26371;1;Oslo;2016-05-16;Atomic Model 49;862.78
ORD04800;2018-03-10 10:05:51;104531;4346;69735;9;Zurich;2017-04-03;Burton Model 44;1907.83
ORD04801;2022-02-14 17:36:46;293006;4346;16776;7;Zurich;2017-04-03;POC Model 13;-98208.9
ORD04802;2021-02-16 18:22:30;194364;7859;83744;1;Oslo;2016-05-16;Giro Model 44;1910.69
ORD04802;2021-02-16 18:22:30;194364;7859;28711;10;Oslo;2016-05-16;Nordica Model 29;2712.74
ORD04803;2017-10-26 17:17:53;54157;4346;20729;2;Zurich;2017-04-03;Head Model 2;983.83
ORD04803;2017-10-26 17:17:53;54157;4346;86213;5;Zurich;2017-04-03;Outdoor Research Model 8;1446.71
ORD04803;2017-10-26 17:17:53;54157;4346;42745;8;Zurich;2017-04-03;Atomic Model 31;-98233.68
ORD04803;2017-10-26 17:17:53;54157;4346;14499;10;Zurich;2017-04-03;Smith Model 24;1106.76
ORD04803;2017-10-26 17:17:53;54157;4346;43159;9;Zurich;2017-04-03;Giro Model 35;1685.26
ORD04804;2017-03-09 07:54:56;990081;4950;13561;5;Denver;2015-07-09;Giro Model 39;1476.62
ORD04804;2017-03-09 07:54:56;990081;4950;16655;9;Denver;2015-07-09;Stoeckli Model 46;4183.17
ORD04804;2017-03-09 07:54:56;990081;4950;45920;5;Denver;2015-07-09;POC Model 36;773.35
ORD04805;2020-08-10 07:18:15;512269;4346;12869;5;Zurich;2017-04-03;Fischer Model 35;1477.94
ORD04805;2020-08-10 07:18:15;512269;4346;16102;7;Zurich;2017-04-03;Hestra Model 33;975.38
ORD04806;2021-03-08 14:29:59;194298;4950;75318;4;Denver;2015-07-09;One Way Model 2;1568.41
ORD04806;2021-03-08 14:29:59;194298;4950;16910;1;Denver;2015-07-09;Burton Model 14;1240.69
ORD04806;2021-03-08 14:29:59;194298;4950;42745;8;Denver;2015-07-09;Atomic Model 31;-98233.68
ORD04807;2016-09-14 04:09:27;53980;7859;69735;2;Oslo;2016-05-16;Burton Model 44;1907.83
ORD04807;2016-09-14 04:09:27;53980;7859;16776;4;Oslo;2016-05-16;POC Model 13;-98208.9
ORD04807;2016-09-14 04:09:27;53980;7859;64045;4;Oslo;2016-05-16;Rossignol Model 33;1365.36
ORD04807;2016-09-14 04:09:27;53980;7859;93763;6;Oslo;2016-05-16;Smith Model 41;1536.41
ORD04807;2016-09-14 04:09:27;53980;7859;60015;5;Oslo;2016-05-16;Outdoor Research Model 39;1213.06
ORD04808;2021-04-25 01:46:43;54005;2149;92798;3;Innsbruck;2018-11-21;Burton Model 24;1035.13
ORD04808;2021-04-25 01:46:43;54005;2149;76235;6;Innsbruck;2018-11-21;Outdoor Research Model 33;613.02
ORD04808;2021-04-25 01:46:43;54005;2149;43159;4;Innsbruck;2018-11-21;Giro Model 35;1685.26
ORD04809;2021-08-19 21:36:19;51215;4346;76557;4;Zurich;2017-04-03;One Way Model 6;811.91
ORD04809;2021-08-19 21:36:19;51215;4346;93104;6;Zurich;2017-04-03;Nordica Model 12;1417.48
ORD04809;2021-08-19 21:36:19;51215;4346;64384;5;Zurich;2017-04-03;Kaestle Model 49;2015.66
ORD04809;2021-08-19 21:36:19;51215;4346;16655;9;Zurich;2017-04-03;Stoeckli Model 46;4183.17
ORD04809;2021-08-19 21:36:19;51215;4346;20965;10;Zurich;2017-04-03;One Way Model 27;1341.87
ORD04810;2023-03-07 19:13:37;6293445;2149;93104;8;Innsbruck;2018-11-21;Nordica Model 12;1417.48
ORD04810;2023-03-07 19:13:37;6293445;2149;33483;6;Innsbruck;2018-11-21;Nordica Model 7;1414.99
ORD04810;2023-03-07 19:13:37;6293445;2149;92798;7;Innsbruck;2018-11-21;Burton Model 24;1035.13
ORD04810;2023-03-07 19:13:37;6293445;2149;58984;9;Innsbruck;2018-11-21;Hestra Model 7;1135.1
ORD04810;2023-03-07 19:13:37;6293445;2149;76803;8;Innsbruck;2018-11-21;Leki Model 3;1789.91
ORD04811;2020-08-24 00:32:06;511896;2149;99912;8;Innsbruck;2018-11-21;One Way Model 36;1697.44
ORD04811;2020-08-24 00:32:06;511896;2149;12693;7;Innsbruck;2018-11-21;Nordica Model 28;4214.69
ORD04812;2023-02-07 20:54:05;54609;4346;70713;4;Zurich;2017-04-03;Salomon Model 35;842.83
ORD04813;2019-06-25 11:58:28;512038;7859;18571;2;Oslo;2016-05-16;One Way Model 45;711.39
ORD04813;2019-06-25 11:58:28;512038;7859;36736;2;Oslo;2016-05-16;Hestra Model 2;1254.02
ORD04813;2019-06-25 11:58:28;512038;7859;16655;10;Oslo;2016-05-16;Stoeckli Model 46;4183.17
ORD04813;2019-06-25 11:58:28;512038;7859;69735;3;Oslo;2016-05-16;Burton Model 44;1907.83
ORD04813;2019-06-25 11:58:28;512038;7859;64384;3;Oslo;2016-05-16;Kaestle Model 49;2015.66
ORD04814;2021-07-06 14:28:04;30488;4346;75318;8;Zurich;2017-04-03;One Way Model 2;1568.41
ORD04814;2021-07-06 14:28:04;30488;4346;76803;8;Zurich;2017-04-03;Leki Model 3;1789.91
ORD04814;2021-07-06 14:28:04;30488;4346;58925;6;Zurich;2017-04-03;One Way Model 11;986.52
ORD04814;2021-07-06 14:28:04;30488;4346;44766;4;Zurich;2017-04-03;One Way Model 32;1278.19
ORD04815;2019-06-21 01:08:37;6292783;7859;58984;6;Oslo;2016-05-16;Hestra Model 7;1135.1
ORD04816;2019-11-17 03:15:40;291459;2149;13561;10;Innsbruck;2018-11-21;Giro Model 39;1476.62
ORD04816;2019-11-17 03:15:40;291459;2149;18571;1;Innsbruck;2018-11-21;One Way Model 45;711.39
ORD04816;2019-11-17 03:15:40;291459;2149;19692;4;Innsbruck;2018-11-21;One Way Model 18;1662.7
ORD04816;2019-11-17 03:15:40;291459;2149;32399;10;Innsbruck;2018-11-21;One Way Model 8;1773.84
ORD04816;2019-11-17 03:15:40;291459;2149;43159;9;Innsbruck;2018-11-21;Giro Model 35;1685.26
ORD04817;2016-03-08 16:04:31;53980;4950;82082;1;Denver;2015-07-09;Smith Model 26;-98731.86
ORD04817;2016-03-08 16:04:31;53980;4950;16655;4;Denver;2015-07-09;Stoeckli Model 46;4183.17
ORD04818;2020-06-18 21:00:31;194858;4346;64045;2;Zurich;2017-04-03;Rossignol Model 33;1365.36
ORD04818;2020-06-18 21:00:31;194858;4346;76803;6;Zurich;2017-04-03;Leki Model 3;1789.91
ORD04819;2022-01-06 11:40:08;561310;7859;54131;2;Oslo;2016-05-16;Smith Model 40;1562.11
ORD04819;2022-01-06 11:40:08;561310;7859;35658;10;Oslo;2016-05-16;Hestra Model 42;570.0
ORD04819;2022-01-06 11:40:08;561310;7859;76557;3;Oslo;2016-05-16;One Way Model 6;811.91
ORD04819;2022-01-06 11:40:08;561310;7859;93763;3;Oslo;2016-05-16;Smith Model 41;1536.41
ORD04819;2022-01-06 11:40:08;561310;7859;12695;3;Oslo;2016-05-16;Kaestle Model 24;1056.32
ORD04819;2022-01-06 11:40:08;561310;7859;90038;7;Oslo;2016-05-16;Hestra Model 18;1923.33
ORD04820;2020-04-17 21:18:08;194873;7859;65680;6;Oslo;2016-05-16;Hestra Model 19;1521.06
ORD04820;2020-04-17 21:18:08;194873;7859;90356;10;Oslo;2016-05-16;Burton Model 23;1406.63
ORD04820;2020-04-17 21:18:08;194873;7859;18392;8;Oslo;2016-05-16;Leki Model 8;1174.18
ORD04821;2018-09-10 12:23:45;512408;4950;83744;7;Denver;2015-07-09;Giro Model 44;1910.69
ORD04821;2018-09-10 12:23:45;512408;4950;86213;1;Denver;2015-07-09;Outdoor Research Model 8;1446.71
ORD04821;2018-09-10 12:23:45;512408;4950;26371;8;Denver;2015-07-09;Atomic Model 49;862.78
ORD04821;2018-09-10 12:23:45;512408;4950;22688;10;Denver;2015-07-09;Smith Model 38;1051.67
ORD04822;2019-01-11 17:58:05;990081;4950;16776;3;Denver;2015-07-09;POC Model 13;-98208.9
ORD04822;2019-01-11 17:58:05;990081;4950;16910;3;Denver;2015-07-09;Burton Model 14;1240.69
ORD04822;2019-01-11 17:58:05;990081;4950;65766;8;Denver;2015-07-09;Leki Model 15;1063.37
ORD04822;2019-01-11 17:58:05;990081;4950;48467;5;Denver;2015-07-09;Kaestle Model 33;2975.57
ORD04822;2019-01-11 17:58:05;990081;4950;70713;10;Denver;2015-07-09;Salomon Model 35;842.83
ORD04822;2019-01-11 17:58:05;990081;4950;90356;8;Denver;2015-07-09;Burton Model 23;1406.63
ORD04823;2018-08-29 08:29:24;203096;7859;80313;8;Oslo;2016-05-16;Kaestle Model 6;2213.06
ORD04823;2018-08-29 08:29:24;203096;7859;22688;5;Oslo;2016-05-16;Smith Model 38;1051.67
ORD04823;2018-08-29 08:29:24;203096;7859;75318;9;Oslo;2016-05-16;One Way Model 2;1568.41
ORD04823;2018-08-29 08:29:24;203096;7859;16102;2;Oslo;2016-05-16;Hestra Model 33;975.38
ORD04823;2018-08-29 08:29:24;203096;7859;39299;7;Oslo;2016-05-16;Stoeckli Model 11;4742.54
ORD04823;2018-08-29 08:29:24;203096;7859;39299;2;Oslo;2016-05-16;Stoeckli Model 11;4742.54
ORD04824;2019-07-25 08:34:55;350095;2149;46212;4;Innsbruck;2018-11-21;Burton Model 6;1055.24
ORD04824;2019-07-25 08:34:55;350095;2149;35658;10;Innsbruck;2018-11-21;Hestra Model 42;570.0
ORD04824;2019-07-25 08:34:55;350095;2149;39855;6;Innsbruck;2018-11-21;Leki Model 9;918.31
